Parent	Type	Child	Weight	Probability	Score
CD28	+	TNFRSF4	0.304069	0.000000	NaN
TNFRSF18	+	TNFRSF4	1.561666	0.000000	NaN
CD52	+	TNFRSF4	0.379175	0.000000	NaN
IL32	-	TNFRSF4	-0.036747	0.000000	NaN
TRAV8-3	-	TNFRSF4	-0.011279	0.000000	NaN
ZAP70	-	TNFRSF4	-0.597939	0.000000	NaN
ISG20	-	TNFRSF4	-1.092980	0.000000	NaN
CD69	+	TNFRSF4	1.249554	0.000000	NaN
SLC38A1	+	TNFRSF4	0.010518	0.000000	NaN
LY9	-	TNFRSF4	-1.923942	0.000000	NaN
HSPA8	+	TNFRSF4	0.440570	0.000000	NaN
EVL	+	TNFRSF4	3.221367	0.000000	NaN
TOX	-	TNFRSF4	-3.099282	0.000000	NaN
TRAT1	-	TNFRSF4	-0.557463	0.000000	NaN
LAIR2	+	TNFRSF4	0.142889	0.000000	NaN
CD82	+	TNFRSF4	2.165925	0.000000	NaN
ACTB	-	SEPT1	-0.007911	0.000000	NaN
TIGIT	+	SEPT1	0.086110	0.000000	NaN
BIRC3	-	SEPT1	-0.130323	0.000000	NaN
SLAMF1	+	SEPT1	0.297433	0.000000	NaN
CST7	+	SEPT1	0.128080	0.000000	NaN
SAMSN1	-	SEPT1	-0.228858	0.000000	NaN
HLA-DQA1	+	SEPT1	0.004934	0.000000	NaN
TMSB4X	-	SEPT1	-0.028045	0.000000	NaN
TRBV4-1	-	SEPT1	-0.097967	0.000000	NaN
PTGER4	+	SEPT1	0.544106	0.000000	NaN
RHOH	-	SEPT1	-0.819055	0.000000	NaN
SH2D1A	-	SEPT1	-0.204984	0.000000	NaN
NBAS	-	SEPT1	-0.130009	0.000000	NaN
CD3E	+	SEPT1	1.225461	0.000000	NaN
ALOX5AP	-	SEPT1	-0.021063	0.000000	NaN
SKAP1	+	SEPT1	0.103113	0.000000	NaN
LIME1	+	SEPT1	0.546167	0.000000	NaN
TNFRSF4	+	SEPT1	0.013786	0.000000	NaN
SEPT1	+	SEPT1	0.940442	0.000000	NaN
TMC8	+	SEPT1	0.657580	0.000000	NaN
HLA-DPA1	+	SEPT1	0.003627	0.000000	NaN
IL2RG	+	SEPT1	0.420689	0.000000	NaN
GNLY	+	SEPT1	0.011918	0.000000	NaN
CD3G	+	SEPT1	0.082219	0.000000	NaN
PTPN7	+	SEPT1	0.336997	0.000000	NaN
SIT1	+	SEPT1	0.488341	0.000000	NaN
ZFP36L2	+	SEPT1	2.226833	0.000000	NaN
TMSB10	-	SEPT1	-0.033236	0.000000	NaN
IKZF3	+	SEPT1	0.595168	0.000000	NaN
ITM2A	-	SEPT1	-0.323180	0.000000	NaN
TAGAP	+	SEPT1	2.081817	0.000000	NaN
S100A10	-	SEPT1	-0.037738	0.000000	NaN
TRAC	+	SEPT1	1.166998	0.000000	NaN
C12orf75	+	SEPT1	0.293180	0.000000	NaN
CD96	+	SEPT1	0.781108	0.000000	NaN
SLC9A3R1	-	SEPT1	-0.545779	0.000000	NaN
DUSP2	-	SEPT1	-0.142893	0.000000	NaN
SELL	-	SEPT1	-0.525751	0.000000	NaN
TRBC1	+	SEPT1	1.562581	0.000000	NaN
HLA-DRB5	+	SEPT1	0.005952	0.000000	NaN
CXCR4	+	SEPT1	0.489403	0.000000	NaN
SRGN	-	SEPT1	-0.054646	0.000000	NaN
RASAL3	+	SEPT1	0.516337	0.000000	NaN
LAT	-	SEPT1	-0.669720	0.000000	NaN
CD2	+	SEPT1	1.357248	0.000000	NaN
IL7R	+	SEPT1	1.540670	0.000000	NaN
SYTL1	+	SEPT1	0.626786	0.000000	NaN
S100A4	-	SEPT1	-0.053439	0.000000	NaN
CD40LG	+	SEPT1	0.087670	0.000000	NaN
PTPRCAP	+	SEPT1	0.530256	0.000000	NaN
LTB	+	SEPT1	0.619173	0.000000	NaN
GATA3	+	SEPT1	0.630678	0.000000	NaN
LCK	-	SEPT1	-0.002730	0.000000	NaN
BATF	+	SEPT1	0.375630	0.000000	NaN
TRBC2	+	SEPT1	0.964021	0.000000	NaN
GZMA	+	SEPT1	1.213042	0.000000	NaN
TNFRSF25	-	SEPT1	-0.411654	0.000000	NaN
KIAA1551	+	SEPT1	0.320590	0.000000	NaN
CXCR3	+	SEPT1	0.303207	0.000000	NaN
DDIT4	+	SEPT1	0.485710	0.000000	NaN
TC2N	+	SEPT1	0.846240	0.000000	NaN
GZMM	-	SEPT1	-0.017722	0.000000	NaN
SH2D2A	-	SEPT1	-0.041975	0.000000	NaN
ITK	+	SEPT1	1.760922	0.000000	NaN
HLA-DRB1	+	SEPT1	0.003436	0.000000	NaN
TSPAN13	-	SEPT1	-0.024999	0.000000	NaN
RGS1	-	SEPT1	-0.175094	0.000000	NaN
APOBEC3G	+	SEPT1	0.574623	0.000000	NaN
PIM2	+	SEPT1	0.376464	0.000000	NaN
TUBA4A	+	SEPT1	0.156985	0.000000	NaN
RARRES3	+	SEPT1	0.475076	0.000000	NaN
TCF7	-	SEPT1	-0.647442	0.000000	NaN
KLRB1	+	SEPT1	1.056052	0.000000	NaN
GIMAP7	+	SEPT1	1.225004	0.000000	NaN
CD247	+	SEPT1	1.029298	0.000000	NaN
PGM2L1	+	SEPT1	1.051704	0.000000	NaN
CD3D	+	SEPT1	1.388432	0.000000	NaN
IL22	+	SEPT1	0.042857	0.000000	NaN
CCL5	+	SEPT1	0.785773	0.000000	NaN
CLEC2D	+	SEPT1	0.631306	0.000000	NaN
CAMK4	+	SEPT1	0.541999	0.000000	NaN
TRAV8-2	+	SEPT1	1.256406	0.000000	NaN
CD74	+	SEPT1	0.001688	0.000000	NaN
CD28	-	SEPT1	-0.800534	0.000000	NaN
TNFRSF18	+	SEPT1	0.109960	0.000000	NaN
CD52	+	SEPT1	0.507418	0.000000	NaN
IL32	-	SEPT1	-0.033795	0.000000	NaN
TRAV8-3	+	SEPT1	0.447822	0.000000	NaN
ZAP70	+	SEPT1	1.078133	0.000000	NaN
ISG20	+	SEPT1	1.224473	0.000000	NaN
CD69	+	SEPT1	0.734848	0.000000	NaN
SLC38A1	+	SEPT1	0.431504	0.000000	NaN
LY9	-	SEPT1	-0.629383	0.000000	NaN
HSPA8	-	SEPT1	-0.251977	0.000000	NaN
EVL	-	SEPT1	-0.390640	0.000000	NaN
TOX	-	SEPT1	-0.255737	0.000000	NaN
TRAT1	+	SEPT1	1.275052	0.000000	NaN
LAIR2	-	SEPT1	-0.109107	0.000000	NaN
CD82	-	SEPT1	-0.558304	0.000000	NaN
ACTB	+	TMC8	0.001108	0.000000	NaN
TIGIT	+	TMC8	0.025920	0.000000	NaN
BIRC3	+	TMC8	0.290955	0.000000	NaN
SLAMF1	+	TMC8	0.345323	0.000000	NaN
CST7	+	TMC8	0.103219	0.000000	NaN
SAMSN1	+	TMC8	0.275084	0.000000	NaN
HLA-DQA1	+	TMC8	0.012127	0.000000	NaN
TMSB4X	+	TMC8	0.039139	0.000000	NaN
TRBV4-1	-	TMC8	-0.000946	0.000000	NaN
PTGER4	+	TMC8	0.614781	0.000000	NaN
RHOH	+	TMC8	0.048942	0.000000	NaN
SH2D1A	+	TMC8	0.070155	0.000000	NaN
NBAS	-	TMC8	-0.056748	0.000000	NaN
CD3E	+	TMC8	0.207861	0.000000	NaN
ALOX5AP	+	TMC8	0.168154	0.000000	NaN
SKAP1	+	TMC8	0.067317	0.000000	NaN
LIME1	-	TMC8	-0.084096	0.000000	NaN
TNFRSF4	-	TMC8	-0.043107	0.000000	NaN
SEPT1	+	TMC8	0.050956	0.000000	NaN
TMC8	+	TMC8	0.436330	0.000000	NaN
HLA-DPA1	+	TMC8	0.010890	0.000000	NaN
IL2RG	+	TMC8	0.210251	0.000000	NaN
GNLY	+	TMC8	0.009025	0.000000	NaN
CD3G	+	TMC8	0.180393	0.000000	NaN
PTPN7	-	TMC8	-0.114315	0.000000	NaN
SIT1	+	TMC8	0.187125	0.000000	NaN
ZFP36L2	+	TMC8	0.847412	0.000000	NaN
TMSB10	+	TMC8	0.057044	0.000000	NaN
IKZF3	+	TMC8	0.096483	0.000000	NaN
ITM2A	-	TMC8	-0.217510	0.000000	NaN
TAGAP	+	TMC8	0.820686	0.000000	NaN
S100A10	+	TMC8	0.097645	0.000000	NaN
TRAC	+	TMC8	0.361200	0.000000	NaN
C12orf75	+	TMC8	0.123458	0.000000	NaN
CD96	+	TMC8	0.301484	0.000000	NaN
SLC9A3R1	-	TMC8	-0.210439	0.000000	NaN
DUSP2	+	TMC8	0.174464	0.000000	NaN
SELL	+	TMC8	0.002350	0.000000	NaN
TRBC1	+	TMC8	0.514403	0.000000	NaN
HLA-DRB5	+	TMC8	0.023495	0.000000	NaN
CXCR4	+	TMC8	0.458531	0.000000	NaN
SRGN	+	TMC8	0.144296	0.000000	NaN
RASAL3	+	TMC8	0.087565	0.000000	NaN
LAT	-	TMC8	-0.307569	0.000000	NaN
CD2	+	TMC8	0.244242	0.000000	NaN
IL7R	+	TMC8	0.904937	0.000000	NaN
SYTL1	+	TMC8	0.352952	0.000000	NaN
S100A4	+	TMC8	0.115001	0.000000	NaN
CD40LG	-	TMC8	-0.064266	0.000000	NaN
PTPRCAP	+	TMC8	0.252916	0.000000	NaN
LTB	+	TMC8	0.251963	0.000000	NaN
GATA3	+	TMC8	0.333519	0.000000	NaN
LCK	-	TMC8	-0.045372	0.000000	NaN
BATF	+	TMC8	0.300410	0.000000	NaN
TRBC2	+	TMC8	0.416344	0.000000	NaN
GZMA	+	TMC8	0.200563	0.000000	NaN
TNFRSF25	+	TMC8	0.108919	0.000000	NaN
KIAA1551	+	TMC8	0.307603	0.000000	NaN
CXCR3	+	TMC8	0.051141	0.000000	NaN
DDIT4	+	TMC8	0.200673	0.000000	NaN
TC2N	+	TMC8	0.222573	0.000000	NaN
GZMM	+	TMC8	0.208711	0.000000	NaN
SH2D2A	-	TMC8	-0.112220	0.000000	NaN
ITK	+	TMC8	0.352056	0.000000	NaN
HLA-DRB1	+	TMC8	0.013262	0.000000	NaN
TSPAN13	-	TMC8	-0.180321	0.000000	NaN
RGS1	+	TMC8	0.113840	0.000000	NaN
APOBEC3G	+	TMC8	0.514754	0.000000	NaN
PIM2	+	TMC8	0.292608	0.000000	NaN
TUBA4A	-	TMC8	-0.258123	0.000000	NaN
RARRES3	+	TMC8	0.655720	0.000000	NaN
TCF7	-	TMC8	-0.016260	0.000000	NaN
KLRB1	+	TMC8	0.394495	0.000000	NaN
GIMAP7	+	TMC8	0.603226	0.000000	NaN
CD247	+	TMC8	0.258847	0.000000	NaN
PGM2L1	+	TMC8	0.616432	0.000000	NaN
CD3D	+	TMC8	0.028572	0.000000	NaN
IL22	-	TMC8	-0.003299	0.000000	NaN
CCL5	+	TMC8	0.059979	0.000000	NaN
CLEC2D	-	TMC8	-0.049135	0.000000	NaN
CAMK4	+	TMC8	0.359136	0.000000	NaN
TRAV8-2	+	TMC8	0.320613	0.000000	NaN
CD74	+	TMC8	0.008147	0.000000	NaN
CD28	-	TMC8	-0.161952	0.000000	NaN
TNFRSF18	+	TMC8	0.139089	0.000000	NaN
CD52	+	TMC8	0.506485	0.000000	NaN
IL32	-	TMC8	-0.019119	0.000000	NaN
TRAV8-3	+	TMC8	0.074082	0.000000	NaN
ZAP70	-	TMC8	-0.172245	0.000000	NaN
ISG20	+	TMC8	0.732104	0.000000	NaN
CD69	+	TMC8	0.035559	0.000000	NaN
SLC38A1	-	TMC8	-0.046309	0.000000	NaN
LY9	+	TMC8	0.009311	0.000000	NaN
HSPA8	-	TMC8	-0.099698	0.000000	NaN
EVL	-	TMC8	-0.144700	0.000000	NaN
TOX	-	TMC8	-0.261910	0.000000	NaN
TRAT1	+	TMC8	0.372429	0.000000	NaN
LAIR2	+	TMC8	0.143386	0.000000	NaN
CD82	-	TMC8	-0.197164	0.000000	NaN
ACTB	+	HLA-DPA1	2.172919	0.000000	NaN
TIGIT	-	HLA-DPA1	-5.764915	0.000000	NaN
BIRC3	+	HLA-DPA1	27.980273	0.000000	NaN
SLAMF1	-	HLA-DPA1	-18.691103	0.000000	NaN
CST7	+	HLA-DPA1	0.262590	0.000000	NaN
SAMSN1	+	HLA-DPA1	56.009271	0.000000	NaN
HLA-DQA1	+	HLA-DPA1	52.508092	0.000000	NaN
TMSB4X	+	HLA-DPA1	5.901366	0.000000	NaN
TRBV4-1	-	HLA-DPA1	-1.429710	0.000000	NaN
PTGER4	-	HLA-DPA1	-22.379571	0.000000	NaN
RHOH	-	HLA-DPA1	-13.654263	0.000000	NaN
SH2D1A	-	HLA-DPA1	-8.491024	0.000000	NaN
NBAS	-	HLA-DPA1	-2.743856	0.000000	NaN
CD3E	-	HLA-DPA1	-4.178117	0.000000	NaN
ALOX5AP	-	HLA-DPA1	-7.750345	0.000000	NaN
SKAP1	-	HLA-DPA1	-10.471522	0.000000	NaN
LIME1	-	HLA-DPA1	-10.006147	0.000000	NaN
TNFRSF4	-	HLA-DPA1	-1.511812	0.000000	NaN
SEPT1	-	HLA-DPA1	-11.213384	0.000000	NaN
TMC8	+	HLA-DPA1	11.685435	0.000000	NaN
HLA-DPA1	+	HLA-DPA1	50.754159	0.000000	NaN
IL2RG	-	HLA-DPA1	-18.359074	0.000000	NaN
GNLY	-	HLA-DPA1	-0.588837	0.000000	NaN
CD3G	-	HLA-DPA1	-8.781379	0.000000	NaN
PTPN7	-	HLA-DPA1	-17.948071	0.000000	NaN
SIT1	-	HLA-DPA1	-10.155335	0.000000	NaN
ZFP36L2	+	HLA-DPA1	8.278267	0.000000	NaN
TMSB10	+	HLA-DPA1	44.391546	0.000000	NaN
IKZF3	-	HLA-DPA1	-10.962431	0.000000	NaN
ITM2A	-	HLA-DPA1	-5.088122	0.000000	NaN
TAGAP	+	HLA-DPA1	20.748494	0.000000	NaN
S100A10	+	HLA-DPA1	103.708332	0.000000	NaN
TRAC	-	HLA-DPA1	-8.608293	0.000000	NaN
C12orf75	-	HLA-DPA1	-6.609728	0.000000	NaN
CD96	-	HLA-DPA1	-12.788404	0.000000	NaN
SLC9A3R1	-	HLA-DPA1	-6.409982	0.000000	NaN
DUSP2	+	HLA-DPA1	36.135634	0.000000	NaN
SELL	+	HLA-DPA1	58.249694	0.000000	NaN
TRBC1	-	HLA-DPA1	-6.212732	0.000000	NaN
HLA-DRB5	+	HLA-DPA1	105.033727	0.000000	NaN
CXCR4	+	HLA-DPA1	4.757887	0.000000	NaN
SRGN	+	HLA-DPA1	156.460202	0.000000	NaN
RASAL3	-	HLA-DPA1	-11.283309	0.000000	NaN
LAT	-	HLA-DPA1	-7.953698	0.000000	NaN
CD2	-	HLA-DPA1	-8.422678	0.000000	NaN
IL7R	+	HLA-DPA1	15.843529	0.000000	NaN
SYTL1	+	HLA-DPA1	8.236523	0.000000	NaN
S100A4	+	HLA-DPA1	41.382912	0.000000	NaN
CD40LG	-	HLA-DPA1	-1.297915	0.000000	NaN
PTPRCAP	-	HLA-DPA1	-2.228797	0.000000	NaN
LTB	-	HLA-DPA1	-1.410693	0.000000	NaN
GATA3	-	HLA-DPA1	-7.487851	0.000000	NaN
LCK	-	HLA-DPA1	-7.974612	0.000000	NaN
BATF	-	HLA-DPA1	-3.973164	0.000000	NaN
TRBC2	-	HLA-DPA1	-7.844817	0.000000	NaN
GZMA	-	HLA-DPA1	-0.735424	0.000000	NaN
TNFRSF25	-	HLA-DPA1	-8.632779	0.000000	NaN
KIAA1551	+	HLA-DPA1	26.472194	0.000000	NaN
CXCR3	-	HLA-DPA1	-8.515715	0.000000	NaN
DDIT4	+	HLA-DPA1	0.846491	0.000000	NaN
TC2N	-	HLA-DPA1	-9.468074	0.000000	NaN
GZMM	-	HLA-DPA1	-8.772089	0.000000	NaN
SH2D2A	-	HLA-DPA1	-10.797462	0.000000	NaN
ITK	-	HLA-DPA1	-12.426321	0.000000	NaN
HLA-DRB1	+	HLA-DPA1	59.618993	0.000000	NaN
TSPAN13	-	HLA-DPA1	-4.941485	0.000000	NaN
RGS1	-	HLA-DPA1	-6.082141	0.000000	NaN
APOBEC3G	-	HLA-DPA1	-16.302222	0.000000	NaN
PIM2	-	HLA-DPA1	-15.380240	0.000000	NaN
TUBA4A	-	HLA-DPA1	-8.316949	0.000000	NaN
RARRES3	+	HLA-DPA1	2.632085	0.000000	NaN
TCF7	-	HLA-DPA1	-9.052271	0.000000	NaN
KLRB1	-	HLA-DPA1	-3.293887	0.000000	NaN
GIMAP7	+	HLA-DPA1	39.454411	0.000000	NaN
CD247	-	HLA-DPA1	-6.389239	0.000000	NaN
PGM2L1	-	HLA-DPA1	-5.708717	0.000000	NaN
CD3D	-	HLA-DPA1	-6.306379	0.000000	NaN
IL22	-	HLA-DPA1	-0.145173	0.000000	NaN
CCL5	-	HLA-DPA1	-0.228216	0.000000	NaN
CLEC2D	-	HLA-DPA1	-11.605923	0.000000	NaN
CAMK4	-	HLA-DPA1	-12.048461	0.000000	NaN
TRAV8-2	-	HLA-DPA1	-7.409063	0.000000	NaN
CD74	+	HLA-DPA1	18.631202	0.000000	NaN
CD28	-	HLA-DPA1	-10.517634	0.000000	NaN
TNFRSF18	-	HLA-DPA1	-5.974038	0.000000	NaN
CD52	+	HLA-DPA1	1.893230	0.000000	NaN
IL32	-	HLA-DPA1	-0.464549	0.000000	NaN
TRAV8-3	-	HLA-DPA1	-7.755311	0.000000	NaN
ZAP70	-	HLA-DPA1	-9.789806	0.000000	NaN
ISG20	-	HLA-DPA1	-10.023799	0.000000	NaN
CD69	-	HLA-DPA1	-2.979069	0.000000	NaN
SLC38A1	-	HLA-DPA1	-23.340746	0.000000	NaN
LY9	-	HLA-DPA1	-11.968684	0.000000	NaN
HSPA8	-	HLA-DPA1	-5.670752	0.000000	NaN
EVL	-	HLA-DPA1	-11.343998	0.000000	NaN
TOX	-	HLA-DPA1	-12.513745	0.000000	NaN
TRAT1	-	HLA-DPA1	-10.344723	0.000000	NaN
LAIR2	-	HLA-DPA1	-2.718811	0.000000	NaN
CD82	-	HLA-DPA1	-8.877007	0.000000	NaN
ACTB	-	IL2RG	-0.009900	0.000000	NaN
TIGIT	-	IL2RG	-0.136359	0.000000	NaN
BIRC3	+	IL2RG	0.504747	0.000000	NaN
SLAMF1	+	IL2RG	1.130704	0.000000	NaN
CST7	+	IL2RG	0.426251	0.000000	NaN
SAMSN1	+	IL2RG	1.123437	0.000000	NaN
HLA-DQA1	+	IL2RG	0.017871	0.000000	NaN
TMSB4X	+	IL2RG	0.071083	0.000000	NaN
TRBV4-1	-	IL2RG	-0.064565	0.000000	NaN
PTGER4	+	IL2RG	0.635087	0.000000	NaN
RHOH	-	IL2RG	-1.093881	0.000000	NaN
SH2D1A	+	IL2RG	0.000515	0.000000	NaN
NBAS	+	IL2RG	0.084531	0.000000	NaN
CD3E	+	IL2RG	1.035246	0.000000	NaN
ALOX5AP	+	IL2RG	0.482509	0.000000	NaN
SKAP1	+	IL2RG	0.108690	0.000000	NaN
LIME1	-	IL2RG	-0.107833	0.000000	NaN
TNFRSF4	-	IL2RG	-0.106101	0.000000	NaN
SEPT1	+	IL2RG	0.392649	0.000000	NaN
TMC8	+	IL2RG	1.097756	0.000000	NaN
HLA-DPA1	+	IL2RG	0.011993	0.000000	NaN
IL2RG	+	IL2RG	2.293899	0.000000	NaN
GNLY	+	IL2RG	0.144824	0.000000	NaN
CD3G	+	IL2RG	0.859734	0.000000	NaN
PTPN7	+	IL2RG	0.056151	0.000000	NaN
SIT1	+	IL2RG	0.301749	0.000000	NaN
ZFP36L2	+	IL2RG	3.039149	0.000000	NaN
TMSB10	+	IL2RG	0.130622	0.000000	NaN
IKZF3	-	IL2RG	-0.070339	0.000000	NaN
ITM2A	-	IL2RG	-0.664427	0.000000	NaN
TAGAP	+	IL2RG	2.753356	0.000000	NaN
S100A10	+	IL2RG	0.369965	0.000000	NaN
TRAC	+	IL2RG	1.586964	0.000000	NaN
C12orf75	+	IL2RG	1.305195	0.000000	NaN
CD96	+	IL2RG	0.203235	0.000000	NaN
SLC9A3R1	-	IL2RG	-0.788756	0.000000	NaN
DUSP2	+	IL2RG	0.294301	0.000000	NaN
SELL	-	IL2RG	-0.218477	0.000000	NaN
TRBC1	+	IL2RG	2.294893	0.000000	NaN
HLA-DRB5	+	IL2RG	0.038444	0.000000	NaN
CXCR4	+	IL2RG	1.287192	0.000000	NaN
SRGN	+	IL2RG	0.352290	0.000000	NaN
RASAL3	+	IL2RG	1.021388	0.000000	NaN
LAT	-	IL2RG	-0.745419	0.000000	NaN
CD2	+	IL2RG	1.175779	0.000000	NaN
IL7R	+	IL2RG	2.014483	0.000000	NaN
SYTL1	+	IL2RG	1.065307	0.000000	NaN
S100A4	+	IL2RG	0.336956	0.000000	NaN
CD40LG	+	IL2RG	0.020966	0.000000	NaN
PTPRCAP	+	IL2RG	0.288911	0.000000	NaN
LTB	+	IL2RG	0.245186	0.000000	NaN
GATA3	+	IL2RG	0.142968	0.000000	NaN
LCK	-	IL2RG	-0.006972	0.000000	NaN
BATF	+	IL2RG	0.179244	0.000000	NaN
TRBC2	+	IL2RG	1.419192	0.000000	NaN
GZMA	+	IL2RG	0.382417	0.000000	NaN
TNFRSF25	+	IL2RG	0.186369	0.000000	NaN
KIAA1551	+	IL2RG	0.452130	0.000000	NaN
CXCR3	+	IL2RG	0.213406	0.000000	NaN
DDIT4	+	IL2RG	1.675629	0.000000	NaN
TC2N	+	IL2RG	1.386178	0.000000	NaN
GZMM	+	IL2RG	1.633429	0.000000	NaN
SH2D2A	-	IL2RG	-0.080327	0.000000	NaN
ITK	+	IL2RG	2.072007	0.000000	NaN
HLA-DRB1	+	IL2RG	0.024875	0.000000	NaN
TSPAN13	+	IL2RG	0.199399	0.000000	NaN
RGS1	-	IL2RG	-0.028161	0.000000	NaN
APOBEC3G	-	IL2RG	-0.503336	0.000000	NaN
PIM2	+	IL2RG	0.914331	0.000000	NaN
TUBA4A	+	IL2RG	0.540711	0.000000	NaN
RARRES3	+	IL2RG	0.246023	0.000000	NaN
TCF7	-	IL2RG	-0.732107	0.000000	NaN
KLRB1	+	IL2RG	0.516784	0.000000	NaN
GIMAP7	+	IL2RG	3.883083	0.000000	NaN
CD247	+	IL2RG	0.274970	0.000000	NaN
PGM2L1	+	IL2RG	1.758322	0.000000	NaN
CD3D	+	IL2RG	1.873547	0.000000	NaN
IL22	+	IL2RG	0.018371	0.000000	NaN
CCL5	+	IL2RG	0.263436	0.000000	NaN
CLEC2D	+	IL2RG	0.388889	0.000000	NaN
CAMK4	+	IL2RG	0.645438	0.000000	NaN
TRAV8-2	+	IL2RG	1.872125	0.000000	NaN
CD74	+	IL2RG	0.006882	0.000000	NaN
CD28	-	IL2RG	-1.046605	0.000000	NaN
TNFRSF18	+	IL2RG	0.638867	0.000000	NaN
CD52	+	IL2RG	0.959636	0.000000	NaN
IL32	-	IL2RG	-0.041028	0.000000	NaN
TRAV8-3	-	IL2RG	-0.135900	0.000000	NaN
ZAP70	+	IL2RG	0.779938	0.000000	NaN
ISG20	+	IL2RG	1.641555	0.000000	NaN
CD69	+	IL2RG	0.873878	0.000000	NaN
SLC38A1	+	IL2RG	0.322278	0.000000	NaN
LY9	-	IL2RG	-0.474959	0.000000	NaN
HSPA8	-	IL2RG	-0.004435	0.000000	NaN
EVL	-	IL2RG	-0.299301	0.000000	NaN
TOX	-	IL2RG	-0.914009	0.000000	NaN
TRAT1	+	IL2RG	1.173133	0.000000	NaN
LAIR2	-	IL2RG	-0.050154	0.000000	NaN
CD82	+	IL2RG	0.001783	0.000000	NaN
ACTB	-	GNLY	-0.198690	0.000000	NaN
TIGIT	-	GNLY	-6.789426	0.000000	NaN
BIRC3	-	GNLY	-1.355366	0.000000	NaN
SLAMF1	+	GNLY	11.453136	0.000000	NaN
CST7	-	GNLY	-1.391441	0.000000	NaN
SAMSN1	-	GNLY	-0.725530	0.000000	NaN
HLA-DQA1	+	GNLY	0.051530	0.000000	NaN
TMSB4X	-	GNLY	-0.293183	0.000000	NaN
TRBV4-1	-	GNLY	-0.048086	0.000000	NaN
PTGER4	+	GNLY	1.051558	0.000000	NaN
RHOH	-	GNLY	-8.044012	0.000000	NaN
SH2D1A	-	GNLY	-2.720781	0.000000	NaN
NBAS	-	GNLY	-0.939761	0.000000	NaN
CD3E	+	GNLY	13.905534	0.000000	NaN
ALOX5AP	-	GNLY	-2.587375	0.000000	NaN
SKAP1	+	GNLY	12.927019	0.000000	NaN
LIME1	+	GNLY	3.264080	0.000000	NaN
TNFRSF4	+	GNLY	0.305950	0.000000	NaN
SEPT1	+	GNLY	7.304260	0.000000	NaN
TMC8	+	GNLY	10.613529	0.000000	NaN
HLA-DPA1	+	GNLY	0.033785	0.000000	NaN
IL2RG	+	GNLY	10.707736	0.000000	NaN
GNLY	+	GNLY	2.710173	0.000000	NaN
CD3G	+	GNLY	4.568641	0.000000	NaN
PTPN7	-	GNLY	-12.976084	0.000000	NaN
SIT1	+	GNLY	11.571415	0.000000	NaN
ZFP36L2	+	GNLY	20.443242	0.000000	NaN
TMSB10	-	GNLY	-0.462427	0.000000	NaN
IKZF3	-	GNLY	-7.078828	0.000000	NaN
ITM2A	-	GNLY	-10.729041	0.000000	NaN
TAGAP	+	GNLY	23.648153	0.000000	NaN
S100A10	-	GNLY	-0.383580	0.000000	NaN
TRAC	+	GNLY	13.533878	0.000000	NaN
C12orf75	+	GNLY	19.491307	0.000000	NaN
CD96	+	GNLY	0.872440	0.000000	NaN
SLC9A3R1	-	GNLY	-6.118108	0.000000	NaN
DUSP2	-	GNLY	-1.428234	0.000000	NaN
SELL	-	GNLY	-8.662232	0.000000	NaN
TRBC1	+	GNLY	25.019857	0.000000	NaN
HLA-DRB5	+	GNLY	0.063250	0.000000	NaN
CXCR4	-	GNLY	-0.744088	0.000000	NaN
SRGN	-	GNLY	-0.373936	0.000000	NaN
RASAL3	+	GNLY	13.737751	0.000000	NaN
LAT	-	GNLY	-4.777484	0.000000	NaN
CD2	+	GNLY	2.340079	0.000000	NaN
IL7R	+	GNLY	9.547767	0.000000	NaN
SYTL1	+	GNLY	3.000709	0.000000	NaN
S100A4	-	GNLY	-0.359381	0.000000	NaN
CD40LG	-	GNLY	-0.662319	0.000000	NaN
PTPRCAP	+	GNLY	7.124432	0.000000	NaN
LTB	+	GNLY	1.531612	0.000000	NaN
GATA3	+	GNLY	10.003613	0.000000	NaN
LCK	-	GNLY	-1.235249	0.000000	NaN
BATF	+	GNLY	2.648069	0.000000	NaN
TRBC2	+	GNLY	5.705317	0.000000	NaN
GZMA	+	GNLY	0.394859	0.000000	NaN
TNFRSF25	+	GNLY	14.593718	0.000000	NaN
KIAA1551	+	GNLY	6.692875	0.000000	NaN
CXCR3	-	GNLY	-0.399736	0.000000	NaN
DDIT4	+	GNLY	2.393456	0.000000	NaN
TC2N	+	GNLY	12.786653	0.000000	NaN
GZMM	+	GNLY	14.259428	0.000000	NaN
SH2D2A	+	GNLY	3.892926	0.000000	NaN
ITK	+	GNLY	21.009203	0.000000	NaN
HLA-DRB1	+	GNLY	0.036599	0.000000	NaN
TSPAN13	+	GNLY	10.798746	0.000000	NaN
RGS1	-	GNLY	-2.251333	0.000000	NaN
APOBEC3G	+	GNLY	0.396823	0.000000	NaN
PIM2	+	GNLY	0.935290	0.000000	NaN
TUBA4A	+	GNLY	11.892352	0.000000	NaN
RARRES3	+	GNLY	9.913147	0.000000	NaN
TCF7	-	GNLY	-10.828313	0.000000	NaN
KLRB1	-	GNLY	-3.684781	0.000000	NaN
GIMAP7	+	GNLY	19.747972	0.000000	NaN
CD247	+	GNLY	17.459398	0.000000	NaN
PGM2L1	+	GNLY	8.122185	0.000000	NaN
CD3D	+	GNLY	9.452861	0.000000	NaN
IL22	+	GNLY	0.474414	0.000000	NaN
